"company_id","keyword_id","keyword_slug","company_name","subcategory_slug","is_recruiting_agency","confidence","jobs","jobs_last_180_days","jobs_last_30_days","jobs_last_7_days","jobs_source_description","jobs_source_description_last_180_days","jobs_source_description_last_30_days","jobs_source_description_last_7_days","jobs_source_title","jobs_source_title_last_180_days","jobs_source_title_last_30_days","jobs_source_title_last_7_days","jobs_source_url","jobs_source_url_last_180_days","jobs_source_url_last_30_days","jobs_source_url_last_7_days","first_date_found","last_date_found","first_date_found_source_job_description","last_date_found_source_job_description","first_date_found_source_job_title","last_date_found_source_job_title","first_date_found_source_job_url","last_date_found_source_job_url","technology_rank_source_jobs","technology_rank_180_days_source_jobs","rank_last_date_found_source_job_url","rank_1_tie_source_jobs","rank_180_days_tie_source_jobs","relative_occurrence_within_category_source_jobs","relative_occurrence_within_category_180_days_source_jobs"
"c78f53bac340b9ec2ddf10d45a9f89a0",17,"adobe-illustrator","The New York Times","graphic-design-software",false,"high",23,9,1,0,23,9,1,0,0,0,0,0,0,0,0,0,"2022-04-19","2025-03-14","2022-04-19","2025-03-14",\N,\N,\N,\N,2,1,1,false,false,0.19327731,0.36
"bc7785207ee17284b88f4714a59f0a5b",18,"adobe-photoshop","A.S.O","graphic-design-software",false,"high",9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,"2022-06-28","2023-11-17","2022-06-28","2023-11-17",\N,\N,\N,\N,1,1,1,false,true,0.8181818,0
"844a3d6e07ae35f4625f7fbe70a96f71",18,"adobe-photoshop","ASOS.com","graphic-design-software",false,"high",70,23,2,0,89,23,2,0,0,0,0,0,0,0,0,0,"2023-10-06","2025-03-26","2023-10-06","2025-03-26",\N,\N,\N,\N,1,1,1,false,false,0.8333333,0.79310346
"0b334b0cf1b6da7b44da394ed88440d9",18,"adobe-photoshop","Asos.com","graphic-design-software",false,"high",13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,"2021-11-24","2022-03-31","2021-11-24","2022-03-31",\N,\N,\N,\N,1,1,1,false,true,0.65,0
"a61d00661142b2d5c6ab4e7fcf6d13c6",18,"adobe-photoshop","BBC","graphic-design-software",false,"high",57,20,3,0,57,20,3,0,0,0,0,0,0,0,0,0,"2021-11-23","2025-03-17","2021-11-23","2025-03-17",\N,\N,\N,\N,1,1,1,false,false,0.36774194,0.45454547
"232a31b9112b826d55d7135cd5e0c3b1",18,"adobe-photoshop","Crunchyroll","graphic-design-software",false,"high",28,7,2,0,28,7,2,0,0,0,0,0,0,0,0,0,"2021-06-19","2025-03-27","2021-06-19","2025-03-27",\N,\N,\N,\N,3,1,1,false,false,0.24778761,0.5833333
"87f8a6ab85c9ced3702b4ea641ad4bb5",46,"aircall","Medium","business-phone-systems",false,"high",15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,"2022-12-19","2023-04-02","2022-12-19","2023-04-02",\N,\N,\N,\N,1,1,1,false,true,0.9375,0
"54c1794150bad25105d021ada337a389",46,"aircall","monday.com","business-phone-systems",false,"medium",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2022-07-13","2022-07-13","2022-07-13","2022-07-13",\N,\N,\N,\N,1,1,1,false,false,1,0
"09e31a5bddc6d6628252a7bff57d5dce",51,"airtable","Airbnb","forms-and-surveys",false,"high",69,24,3,1,70,25,3,1,0,0,0,0,0,0,0,0,"2021-10-06","2025-03-31","2021-10-06","2025-03-31",\N,\N,\N,\N,1,1,1,false,false,0.5897436,0.7058824
"b993f20c6e3b73949a96e934a76bbfef",51,"airtable","American Express","forms-and-surveys",false,"high",70,34,3,0,70,34,3,0,0,0,0,0,0,0,0,0,"2022-09-29","2025-03-18","2022-09-29","2025-03-18",\N,\N,\N,\N,1,1,1,false,false,0.5072464,0.5074627
"983ea436405fa9ab72f858e1f1b874a7",51,"airtable","Autodesk","forms-and-surveys",false,"high",90,47,8,1,90,47,8,1,0,0,0,0,0,0,0,0,"2022-05-09","2025-04-02","2022-05-09","2025-04-02",\N,\N,\N,\N,1,1,1,false,false,0.44554454,0.54651165
"b87b20dec7e353bcd819ec70934db6c0",51,"airtable","Capchase","forms-and-surveys",false,"high",26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,"2021-05-25","2022-11-22","2021-05-25","2022-11-22",\N,\N,\N,\N,1,1,1,false,false,1,0
"553779071dfca88b290ea8004f0e9b92",51,"airtable","Disney Streaming","forms-and-surveys",false,"high",27,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,"2022-03-10","2023-09-02","2022-03-10","2023-09-02",\N,\N,\N,\N,1,1,1,false,true,0.6923077,0
"71f698950c9cdadc3d19bb7411177a78",58,"akka","Adobe","queueing-messaging-and-background-processing",false,"medium",25,3,1,0,26,3,1,0,0,0,0,0,0,0,0,0,"2021-11-25","2025-03-25","2021-11-25","2025-03-25",\N,\N,\N,\N,7,9,1,false,false,0.015954053,0.006535948
"3020e9df8fc8326d436b2680259c123b",58,"akka","Ajax Systems","queueing-messaging-and-background-processing",false,"medium",22,5,0,0,22,5,0,0,0,0,0,0,0,0,0,0,"2022-12-02","2025-01-13","2022-12-02","2025-01-13",\N,\N,\N,\N,2,2,1,false,false,0.4074074,0.3846154
"553779071dfca88b290ea8004f0e9b92",58,"akka","Disney Streaming","queueing-messaging-and-background-processing",false,"medium",19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,"2021-12-18","2022-03-28","2021-12-18","2022-03-28",\N,\N,\N,\N,2,1,1,false,true,0.22619048,0
"e36bc831df603e45c3d3893841088867",58,"akka","Fidelity Investments","queueing-messaging-and-background-processing",false,"medium",76,17,1,0,80,17,1,0,0,0,0,0,0,0,0,0,"2022-03-05","2025-03-26","2022-03-05","2025-03-26",\N,\N,\N,\N,10,9,1,false,false,0.017576318,0.018930959
"a771a5a37055ebcd81f69ccb77ac9a9b",58,"akka","ADP","queueing-messaging-and-background-processing",true,"low",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2022-03-17","2023-08-30","2022-03-17","2023-08-30",\N,\N,\N,\N,14,12,1,false,false,0.0023584906,0
"67a44c4ee22b876ba4cb90669a3578c9",62,"algolia","Contentful","search",false,"high",11,3,2,2,12,3,2,2,0,0,0,0,0,0,0,0,"2022-06-09","2025-03-31","2022-06-09","2025-03-31",\N,\N,\N,\N,1,1,1,false,false,0.5,0.75
"97930393cf3a8e31a7a9fcb27bb138a6",62,"algolia","Databento","search",false,"high",20,5,0,0,20,5,0,0,0,0,0,0,0,0,0,0,"2021-05-05","2025-02-24","2021-05-05","2025-02-24",\N,\N,\N,\N,1,1,1,false,false,1,1
"04760a0aa4825cd47b4f9eb92820499e",62,"algolia","Teachable","search",false,"high",5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"2021-11-06","2022-12-02","2021-11-06","2022-12-02",\N,\N,\N,\N,1,1,1,false,true,0.8333333,0
"ad69e733ebae8d264bccaa38d68830e8",62,"algolia","PayPal","search",false,"medium",4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,"2024-11-06","2024-11-14","2024-11-06","2024-11-14",\N,\N,\N,\N,2,1,1,false,true,0.23529412,0.5
"f75d91cdd36b85cc4a8dfeca4f24fa14",62,"algolia","USA","search",false,"medium",2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,"2025-02-19","2025-02-27","2025-02-19","2025-02-27",\N,\N,\N,\N,1,1,1,false,false,1,1
"e122781be4750e21e2fcce1109fbd0c8",76,"amazon-redshift","Academia.edu","data-warehousing",false,"high",25,9,0,0,26,9,0,0,0,0,0,0,0,0,0,0,"2020-08-22","2025-03-04","2020-08-22","2025-03-04",\N,\N,\N,\N,1,1,1,false,false,1,1
"26ac08a8e2cc3edd4c9e262bd4f106f0",76,"amazon-redshift","Amazon France Logistique SAS","data-warehousing",false,"high",5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"2022-09-08","2024-04-17","2022-09-08","2024-04-17",\N,\N,\N,\N,1,1,1,false,false,1,0
"027a7f8b0b8539ffc9d4bbb2c941bc63",76,"amazon-redshift","Amazon Web Services Canada, In","data-warehousing",false,"high",16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,"2021-05-22","2022-05-04","2021-05-22","2022-05-04",\N,\N,\N,\N,1,1,1,false,true,0.8,0
"b52ad9f8b35070955a0d0f5f460604ef",76,"amazon-redshift","Amazon Web Services, Inc.","data-warehousing",false,"high",291,0,0,0,291,0,0,0,16,0,0,0,0,0,0,0,"2020-01-05","2024-04-18","2020-01-05","2024-04-18","2022-03-05","2022-06-03",\N,\N,1,1,1,false,true,0.8314286,0
"a8fd8cd0b6d2cfda939a8ef257e60192",76,"amazon-redshift","Atlassian","data-warehousing",false,"high",50,22,15,15,52,22,15,15,0,0,0,0,0,0,0,0,"2020-11-26","2025-04-01","2020-11-26","2025-04-01",\N,\N,\N,\N,1,1,1,false,false,0.84745765,0.9166667
"e36bc831df603e45c3d3893841088867",77,"amazon-ses","Fidelity Investments","email-tracking",false,"high",7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,"2022-04-22","2023-06-20","2022-04-22","2023-06-20",\N,\N,\N,\N,1,1,1,false,true,0.875,0
"af572ffffaa5a75e0c1ac3d1772ab4e2",77,"amazon-ses","McGraw Hill","email-tracking",false,"high",4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"2021-08-05","2022-03-21","2021-08-05","2022-03-21",\N,\N,\N,\N,1,1,1,false,false,1,0
"9eddef35bc6181a35b1e146b9fbf2579",77,"amazon-ses","Okta","email-tracking",false,"high",23,7,0,0,23,7,0,0,0,0,0,0,0,0,0,0,"2021-10-04","2025-03-05","2021-10-04","2025-03-05",\N,\N,\N,\N,1,2,1,false,false,0.5897436,0.46666667
"5daded1785f90c4e2ca275cdf740b08b",77,"amazon-ses","The Washington Post","email-tracking",false,"high",4,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,"2024-05-30","2024-10-11","2024-05-30","2024-10-11",\N,\N,\N,\N,1,1,1,false,false,1,1
"a8fd8cd0b6d2cfda939a8ef257e60192",77,"amazon-ses","Atlassian","email-tracking",false,"medium",10,2,2,0,10,2,2,0,0,0,0,0,0,0,0,0,"2021-01-12","2025-03-24","2021-01-12","2025-03-24",\N,\N,\N,\N,2,2,1,false,false,0.33333334,0.22222222
"48af4341f745163f945fa838eeabb062",78,"amazon-web-services","AMD","infrastructure-as-a-service",false,"high",160,53,14,1,160,53,14,1,2,0,0,0,0,0,0,0,"2022-04-27","2025-04-02","2022-04-27","2025-04-02","2022-08-02","2022-09-08",\N,\N,2,2,1,false,false,0.28268552,0.26903552
"e122781be4750e21e2fcce1109fbd0c8",78,"amazon-web-services","Academia.edu","infrastructure-as-a-service",false,"high",31,9,0,0,32,9,0,0,0,0,0,0,0,0,0,0,"2020-08-22","2025-03-04","2020-08-22","2025-03-04",\N,\N,\N,\N,1,1,1,false,true,0.5535714,0.5
"71f698950c9cdadc3d19bb7411177a78",78,"amazon-web-services","Adobe","infrastructure-as-a-service",false,"high",1157,319,71,12,1164,319,71,12,0,0,0,0,0,0,0,0,"2021-10-20","2025-04-02","2021-10-20","2025-04-02",\N,\N,\N,\N,1,1,1,false,false,0.49677974,0.49457365
"09e31a5bddc6d6628252a7bff57d5dce",78,"amazon-web-services","Airbnb","infrastructure-as-a-service",false,"high",179,36,7,3,190,36,7,3,1,0,0,0,0,0,0,0,"2019-10-15","2025-04-01","2019-10-15","2025-04-01","2021-11-10","2021-11-10",\N,\N,1,1,1,false,false,0.48378378,0.43373495
"f7769fd96a022a54fb7f615f19e1264e",78,"amazon-web-services","Airtable","infrastructure-as-a-service",false,"high",46,6,0,0,46,6,0,0,0,0,0,0,0,0,0,0,"2020-09-14","2025-02-18","2020-09-14","2025-02-18",\N,\N,\N,\N,1,1,1,false,false,0.8518519,0.6
"a8fd8cd0b6d2cfda939a8ef257e60192",81,"amplitude","Atlassian","mobile-analytics",false,"high",13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,"2020-08-20","2024-07-24","2020-08-20","2024-07-24",\N,\N,\N,\N,1,1,1,false,true,0.8666667,0
"983ea436405fa9ab72f858e1f1b874a7",81,"amplitude","Autodesk","mobile-analytics",false,"high",9,1,1,1,9,1,1,1,0,0,0,0,0,0,0,0,"2022-11-02","2025-04-03","2022-11-02","2025-04-03",\N,\N,\N,\N,2,1,1,false,false,0.47368422,1
"c73039fdecbf381f55fe529c673cecce",81,"amplitude","Calendly","mobile-analytics",false,"high",7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,"2024-03-12","2024-04-11","2024-03-12","2024-04-11",\N,\N,\N,\N,1,1,1,false,false,1,0
"776828efa2737f017d05c533df1f8041",81,"amplitude","Canva","mobile-analytics",false,"high",16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,"2021-05-01","2024-04-17","2021-05-01","2024-04-17",\N,\N,\N,\N,1,1,1,false,false,1,0
"1ee0ee873a139d04541dfffbc26b7291",81,"amplitude","Chegg","mobile-analytics",false,"high",27,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,"2022-03-29","2024-09-03","2022-03-29","2024-09-03",\N,\N,\N,\N,1,1,1,false,true,0.7941176,0
"efc323a2281483ddff3509ff5a48c55a",86,"android","Booking.com","application-frameworks",false,"high",16,9,2,0,19,9,2,0,0,0,0,0,0,0,0,0,"2020-04-17","2025-03-19","2020-04-17","2025-03-19",\N,\N,\N,\N,1,1,1,false,false,0.53333336,0.5625
"8e9da0e175093186e84a5e680572bff2",86,"android","Dailymotion","application-frameworks",false,"high",7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,"2023-07-27","2024-05-24","2023-07-27","2024-05-24",\N,\N,\N,\N,1,1,1,false,false,1,0
"a60b8deaefe3a46dd92435a023d4a4ef",86,"android","DoorDash","application-frameworks",false,"high",44,5,0,0,49,5,0,0,0,0,0,0,0,0,0,0,"2016-09-20","2025-01-29","2016-09-20","2025-01-29",\N,\N,\N,\N,1,1,1,false,false,0.43564355,0.5
"6d8758defc24bdff21183afdaee5d5e1",86,"android","Duolingo","application-frameworks",false,"high",13,1,1,0,13,1,1,0,0,0,0,0,0,0,0,0,"2020-08-21","2025-03-07","2020-08-21","2025-03-07",\N,\N,\N,\N,1,1,1,false,false,1,1
"ab0a2ad2de4a8df6663bbcb8fd532f46",86,"android","GoDaddy","application-frameworks",false,"high",15,3,0,0,15,3,0,0,2,0,0,0,0,0,0,0,"2021-06-16","2025-02-28","2021-06-16","2025-02-28","2022-07-30","2022-08-01",\N,\N,5,3,1,false,false,0.070754714,0.13636364
"9f6290f4436e5a2351f12e03b6433c3c",95,"ansible","Apple","configuration-management",false,"high",728,297,57,10,730,297,57,10,0,0,0,0,0,0,0,0,"2021-10-26","2025-04-03","2021-10-26","2025-04-03",\N,\N,\N,\N,1,1,1,false,false,0.34082398,0.35956416
"208421fcbc090a62f099f85472ded9ba",95,"ansible","Bloomberg","configuration-management",false,"high",131,27,2,1,135,27,2,1,0,0,0,0,0,0,0,0,"2021-06-07","2025-04-02","2021-06-07","2025-04-02",\N,\N,\N,\N,1,1,1,false,false,0.33676094,0.34177214
"c738df08e2d64d8066aeff48d2674e59",95,"ansible","ByteDance","configuration-management",false,"high",90,40,5,0,90,40,5,0,0,0,0,0,0,0,0,0,"2021-11-25","2025-03-27","2021-11-25","2025-03-27",\N,\N,\N,\N,1,1,1,false,false,0.4265403,0.4347826
"3f07179a07b2a7661e37a3fd0e652a07",95,"ansible","Cloudflare","configuration-management",false,"high",171,17,2,2,186,17,2,2,0,0,0,0,0,0,0,0,"2017-04-10","2025-04-01","2017-04-10","2025-04-01",\N,\N,\N,\N,1,2,1,false,false,0.34475806,0.19767442
"c1d6f98fec60f594944b8db3fffe24c3",95,"ansible","Costco Wholesale","configuration-management",false,"high",83,28,8,0,83,28,8,0,0,0,0,0,0,0,0,0,"2022-03-09","2025-03-22","2022-03-09","2025-03-22",\N,\N,\N,\N,2,1,1,false,false,0.22739726,0.28865978
"a771a5a37055ebcd81f69ccb77ac9a9b",100,"apache-parquet","ADP","relational-databases",true,"low",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2023-08-11","2023-08-11","2023-08-11","2023-08-11",\N,\N,\N,\N,11,10,1,false,false,0.0019607844,0
"71f698950c9cdadc3d19bb7411177a78",100,"apache-parquet","Adobe","relational-databases",false,"low",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2024-07-23","2024-07-23","2024-07-23","2024-07-23",\N,\N,\N,\N,12,9,1,false,false,0.00081366964,0
"b52ad9f8b35070955a0d0f5f460604ef",100,"apache-parquet","Amazon Web Services, Inc.","relational-databases",false,"low",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2022-04-02","2022-04-02","2022-04-02","2022-04-02",\N,\N,\N,\N,15,1,1,false,true,0.0009930487,0
"981379b0544566bdf1c88495285754de",100,"apache-parquet","Amex","relational-databases",false,"low",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2023-07-02","2023-07-02","2023-07-02","2023-07-02",\N,\N,\N,\N,11,1,1,false,true,0.0010111224,0
"9f6290f4436e5a2351f12e03b6433c3c",100,"apache-parquet","Apple","relational-databases",false,"low",19,2,0,0,19,2,0,0,0,0,0,0,0,0,0,0,"2022-03-06","2024-11-20","2022-03-06","2024-11-20",\N,\N,\N,\N,11,14,1,false,false,0.0052197804,0.0012936611
"b97f5618f49d5adf844dfed21f9ef739",109,"apollo","Frontiers","project-collaboration",false,"high",3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,"2022-03-27","2022-10-28","2022-03-27","2022-10-28","2022-03-27","2022-10-28",\N,\N,2,1,1,false,true,0.21428572,0
"a9c5faa4155191cd1cb0268e17c593d9",109,"apollo","Realtor.com","project-collaboration",false,"high",11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,"2023-10-17","2024-08-22","2023-10-17","2024-08-22",\N,\N,\N,\N,1,1,1,false,true,0.64705884,0
"48b1feaa8b0d1805a23f59f268fc7c91",109,"apollo","Shopify","project-collaboration",false,"high",43,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,"2021-11-23","2022-05-31","2021-11-23","2022-05-31",\N,\N,\N,\N,1,2,1,false,false,0.75438595,0
"62bd964a59436f0e3d35f524c80a47ea",109,"apollo","SurveyMonkey","project-collaboration",false,"high",25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,"2020-11-19","2024-08-07","2020-11-19","2024-08-07",\N,\N,\N,\N,1,1,1,false,true,0.7352941,0
"7aa0eec119ed84a8fb145f63d55b5f56",109,"apollo","TeachersPayTeachers","project-collaboration",false,"high",7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,"2021-04-29","2022-10-19","2021-04-29","2022-10-19",\N,\N,\N,\N,1,1,1,false,false,1,0
"b993f20c6e3b73949a96e934a76bbfef",114,"appium","American Express","mobile-test-automation",false,"high",10,4,0,0,10,4,0,0,0,0,0,0,0,0,0,0,"2022-04-13","2025-02-17","2022-04-13","2025-02-17",\N,\N,\N,\N,1,1,1,false,false,1,1
"9f6290f4436e5a2351f12e03b6433c3c",114,"appium","Apple","mobile-test-automation",false,"high",78,24,7,2,78,24,7,2,0,0,0,0,0,0,0,0,"2022-03-11","2025-04-01","2022-03-11","2025-04-01",\N,\N,\N,\N,1,1,1,false,false,0.85714287,0.85714287
"983ea436405fa9ab72f858e1f1b874a7",114,"appium","Autodesk","mobile-test-automation",false,"high",15,7,2,0,15,7,2,0,0,0,0,0,0,0,0,0,"2022-04-28","2025-03-16","2022-04-28","2025-03-16",\N,\N,\N,\N,1,1,1,false,false,1,1
"efc323a2281483ddff3509ff5a48c55a",114,"appium","Booking.com","mobile-test-automation",false,"high",4,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,"2024-08-13","2025-01-15","2024-08-13","2025-01-15",\N,\N,\N,\N,1,1,1,false,false,1,1
"685097abf65873b985c314e919b19d49",114,"appium","CAW Studios","mobile-test-automation",false,"high",4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"2023-01-02","2023-01-18","2023-01-02","2023-01-18",\N,\N,\N,\N,1,1,1,false,false,1,0
"cbf44511d041dc6d1dd73cc0c033122c",121,"bigml","IBM","data-science-and-machine-learning",false,"low",2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,"2024-08-29","2024-11-07","2024-08-29","2024-11-07",\N,\N,\N,\N,18,9,1,false,false,0.000980873,0.0023980816
"983c701912e42bba3cdb33a6c5893414",130,"appsheet","DocuSign","team-collaboration",false,"medium",4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"2022-06-01","2024-06-18","2022-06-01","2024-06-18",\N,\N,\N,\N,1,1,1,false,true,0.8,0
"8b36e9207c24c76e6719268e49201d94",130,"appsheet","Google","team-collaboration",false,"medium",4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,"2023-09-06","2025-01-16","2023-09-06","2025-01-16",\N,\N,\N,\N,1,1,1,false,false,0.6666667,1
"5bc60ac63534c7b6f6f1ab4fbaea5355",130,"appsheet","The Home Depot","team-collaboration",false,"medium",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2022-06-16","2022-06-16","2022-06-16","2022-06-16",\N,\N,\N,\N,1,1,1,false,false,1,0
"53c6f3cca240d98b5e648d93115a2426",130,"appsheet","DHL","team-collaboration",false,"low",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2023-10-25","2023-10-25","2023-10-25","2023-10-25",\N,\N,\N,\N,4,3,1,false,false,0.00862069,0
"5471a71fa537c489e48d1bf84083eef2",130,"appsheet","Mayo Clinic","team-collaboration",false,"low",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2024-04-22","2024-04-22","2024-04-22","2024-04-22",\N,\N,\N,\N,2,2,1,false,false,0.14285715,0
"844a3d6e07ae35f4625f7fbe70a96f71",177,"azure-devops","ASOS.com","development-tools",false,"high",57,9,2,2,62,9,2,2,0,0,0,0,0,0,0,0,"2023-09-11","2025-04-03","2023-09-11","2025-04-03",\N,\N,\N,\N,1,1,1,false,false,0.98275864,1
"1d4dee9c600dc303ac8c0e61fb229c69",177,"azure-devops","AccuWeather","development-tools",false,"high",24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,"2020-11-12","2024-08-09","2020-11-12","2024-08-09",\N,\N,\N,\N,1,1,1,false,true,0.9230769,0
"b993f20c6e3b73949a96e934a76bbfef",177,"azure-devops","American Express","development-tools",false,"high",25,17,2,0,25,17,2,0,0,0,0,0,0,0,0,0,"2024-03-08","2025-03-20","2024-03-08","2025-03-20",\N,\N,\N,\N,2,1,1,false,false,0.28089887,0.53125
"2bcf1526ba7c4968b218bee9b730b465",177,"azure-devops","Animal and Plant Health Agency","development-tools",false,"high",6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,"2024-03-22","2024-03-23","2024-03-22","2024-03-23",\N,\N,\N,\N,1,1,1,false,false,1,0
"0b334b0cf1b6da7b44da394ed88440d9",177,"azure-devops","Asos.com","development-tools",false,"high",13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,"2021-11-23","2022-04-02","2021-11-23","2022-04-02",\N,\N,\N,\N,1,1,1,false,false,1,0
"3bfe8fdcfb508d41c16da20c5b51a747",193,"bamboohr","Guider","hrms",false,"high",20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,"2022-09-26","2023-08-01",\N,\N,\N,\N,"2022-09-26","2023-08-01",1,1,1,false,false,1,0
"e4e1c837902f8a1cf56fa30c80205646",193,"bamboohr","ICIC","hrms",false,"high",23,8,4,2,0,0,0,0,0,0,0,0,23,8,4,2,"2022-06-21","2025-04-03",\N,\N,\N,\N,"2022-06-21","2025-04-03",1,1,1,false,false,1,1
"9b90db1f7d72b0f2de1c6b43b9521d3d",193,"bamboohr","Madera Superior Court","hrms",false,"high",10,2,0,0,0,0,0,0,0,0,0,0,10,2,0,0,"2022-11-18","2025-02-11",\N,\N,\N,\N,"2022-11-18","2025-02-11",1,1,1,false,false,1,1
